UserName,Date,"Star rating","Review Comment",Link
"Samsung G610","July 30, 2017",,"Some human are evil,who is disliking this video",
"Samsung G610","July 30, 2017",,Thanks,
"Zach Magnuson","July 30, 2017",,"Why the fake Morgan freeman voice?",
"staik n chips","July 30, 2017",,"My dream is to be a patatoe, but i dont know  if i can be beast enough to beat th other thousand people out there and be the best patatoe ever. :(",
"fakk u","July 30, 2017",,"this video tells you to do better",
"sorin iftime","July 30, 2017",,"...nice!.... but I tell you what: for me, MOTIVATIONAL means BRAINWASHING !!! Just learn how much you can ,than try to use YOUR BRAIN. You will know what is the best for you and people you care.",
"Agnus Dei","July 30, 2017",,"u have to accept the reality what is happening to you because God allow it to happen to u  realize and accept all your sufferings and failure for God allow all these as to be a test to you and u need to be strong and if u cannot then your not deserving to enter the Kingdom of God.",
"Real Talk!","July 30, 2017",,"This's same guy says I'm not African! I really wanna see that this fool take DNA test and prove it!",
"madcity mom","July 30, 2017",,"So don't sleep!  Be an over achiever athlete!  Why? What about old people?...",
"U ritmu dobre muzike","July 30, 2017",,"I have depresion how i could wake up happy? How i can know what i want? How i can have a clear goal? How i can find a reason to live? How i can be great when and find perpose when i'm just a mistake which good try to erese but couldn't?",
tokken1122,"July 30, 2017",,"Funny how successful people always represent themselves as social misfits or were someone that a social misfit believed in.  It's all a scam! We are all misfits!Work hard on being you! Which is hard regardless of what you want to be. World champion athlete or an academic or ""just"" a good person trying to be good people. Be you and you will be different. That's the point! If you don't seem different then that's how they see you. Not how you see you. But put in the work in how you see you. Invest in yourself and those around you.",
"mike king","July 30, 2017",,"No regerts",
"Unnati Ü","July 30, 2017",,"This is truly truly most amazing✊",
oooFUCK95ooo,"July 30, 2017",,"¡¿Cómo va estar traducido al árabe y no al Español?! Que son chotos?!",
"Last First","July 30, 2017",,"All that talking means nothing without Christ.",
"Here Now","July 30, 2017",,"What you are searching for is within you. Not out there, it's within you.  To feel joy, to feel peace and to feel contentment, no matter what the situation on the outside is. Turn your focus within. See WOPG",
"L.A Xavier","July 30, 2017",,"too bad for them, I am the fuckin' CEO.",
"Amina Hilton","July 30, 2017",,"Where is God in all this motivation. Searching for God and doing God's will is your only purpose in life. God is the only one that can open doors for you. All you have to do is opening your heart to following Christ. Don't be fooled by selfish endeavours. Satan is a lie, you can't do and be great without Christ in your life. Seek and you shall find. Look outside of yourself, life is a waste with God. This is truth.",
"Gram Pt","July 30, 2017",,"This is the Law of Manifestation. State to yourself what exactly you want. See it, Feel it, Smell it, Hear it- TOUCH IT!  YOU'LL GET IT. Gpx",
"Fuaad Mahdi","July 30, 2017",,"I failed three time within 3 years, I am fully stressed when I watched this video I had some encourage from it. One thing for sure is that Behind every failure there is a great success.",
Diskretisierung,"July 30, 2017",,"happiness only thru greatness; best set-up for a world full of war.....",
"Ian Ritchie Stewart","July 30, 2017",,"Yea! Words to live by, until that day you were in your prime and walked into that room full of toxic dust that destroyed your beautiful lungs! Life can rip all the greatest of motivational words right out of yer mouth! The thing that matters is how deeply did you cultivate those ideals and seed those precepts into the core of who you are. These lofty aspirations of great personal conquest are encouraging words and nothing new! They should be delivered hand in hand with teachings of how to COPE with life when the bus that ran you over was a double axel! Norman Vincent Peal failed his followers by missing this point! Success and the crafting of its foundation is so much deeper than ""Thought and Words""!  Success is not always found with a conquest! For some, it may just be a full breath of air! Live life while ya got life ta live! It's gone on a breath.",
"Exotic Enduro","July 30, 2017",,"I just had a motivational wank and I feel great #loveyourself",
"King Refugee","July 30, 2017",,"Don't wanna be great, don't have a dream, don't wanna be famous, and despise all of the above. I do however want you to leave me be a person without being harassed by the rest of you losers. Thank you.",
"Gary Webb","July 30, 2017",,"Is this Scientology? My gut is telling me that this is sinister.",
"Mark Slater","July 30, 2017",,"motivational more like hussle, cheat lie steal whatever it takes to fuck over your fellow man just as long as you get what you want disgusting",
"babak plus","July 30, 2017",,"Fuck you Uber.",
"babak plus","July 30, 2017",,"I'm deep into this video and then fucking Uber ads pops up! Fucking killed the moment",
"real nigga","July 30, 2017",,"Dont inspire to make a living inspire to make difference be yourself never give help someone teach someone and get your dream came true",
"Koenraad Andringa","July 30, 2017",,"In the 'Shawshank redemption' Morgan Freeman is not a free man. The message is probably:""Stop wishing, start doing and try to escape the prison through a wormhole. Freeman also explains what a wormhole is in when he explored the universe. It's a dream, the amount of space is just there. The escape out of your bad situation exist only mathematical.",
"James Blair","July 30, 2017",,"I would like to get the free book. And take to course.",
baddmanaz,"July 30, 2017",,"Ok! Let's go!!!",
"Julia Fensterwald","July 30, 2017",,"The only thing that didn't make sense to me is the waking up earlier and going to bed later to get better at something. I tried that. Your body has limits. I just ended up getting sick a lot. Balance is important.",
"TheSonsOf Liberty","July 30, 2017",,"Nice try LOOSERfer minions masons,wanna entrap people in a matrix like 🐹 hamster excercise wheel that gets nowhere,... People listen, get to where you good grandparents were in a simple hut as nature and grow your crops farm animals, escape this concrete jungle hustle bustle in corporate later and a flat  cage yooooou are enslaved in paying off and fancy this car or that ever year or month . Joy is in forests relax there, in with trees as wind calmness birds singing... You are not meant to be in concrete jungle cities matrix like some robotic mechanical heartless inhumans, Wake Uppppp.",
"Elijah Effron","July 30, 2017",,"Wow dude, I agree 🗑🗑",
"Sean Lee","July 30, 2017",,"I don't want to be the best. I just want to survive.",
"sharon bosley","July 30, 2017",,".so true! too much of a good thing can be a bad thing;)  i adhere to the idea that ""when the student is ready the teacher appears""...i ask the universe (i.e. God) to show me what i need & i allow myself to be guided to one thing  ( a particular video for instance) .p.s.@times i learn amazing things gazing up@the sky@nite sitting up against a tree in complete silence.",
"Armani Smith","July 30, 2017",,"only an idiot with no will say you are worthless because they don't have what have.",
"Jack Montgomery","July 30, 2017",,"That was brilliant...now I've got to get back to digging up them roads, the bills won't pay themselves.",
"Baris Field","July 30, 2017",,"I was feeling better until that add.. lol",
"Valdemar Bailon","July 30, 2017",,Garbage,
"Mollie Wilson","July 30, 2017",,"Great video thank you",
"ojke ojke","July 30, 2017",,"Yes start living but this video is to aggressive. And it is ok to be a farmer living simple life ...don't be ashame to have simple dreams too. Stop watching Tv and start living but not for money and fame but for life itself. Yes you can achieve all this but not with the extreme hard work but with  extreme hard believing in yourself. Never stop always keep going...don't anyone stop you. People who will try to stop you are; All who don't believe in you or are saying that this won't work or you can't do that. Sometimes this could be your family or friends. Friends you can change anytime but with family you have to work with it. Sometimes that means move away if they are to toxic. If the family is just sceptic and wants to protect you - you have to take their remarks and convert them into motivation. Ask what you want, Pray, truly believe it will happen and everything else will folow easy. And when it comes wideopen your arms and don't be afraid to excepte. Let's all get there already.  Love you all.",
"paul sawczyc","July 30, 2017",,"The special voices and the special music tells me right away this is a hype video aimed at fooling people with low IQ's.",
"CRISTAW Vlogs","July 30, 2017",,"Dude, that's not Morgan Freeman...",
TheNubianPrince8,"July 30, 2017",,"Love this video :)",
"Geras Heracles","July 30, 2017",,"Should I put all my effort into my dream until it becomes monetarily rewarding or should I put my effort into something else to finance my dream?",
M.A.YoungNinja,"July 30, 2017",,"Adrian,  if you commit 15 minutes or 30 min. or 1 hour to doing some of the work towards your goal , it will soon add up to a completion of your goal. that's all it takes is a little bit every day adding together to complete that goal.  in that way you feel the satisfaction of accomplishment every time you do this little bit more towards the goal, rather than the anticlimactic end of setting a goal and maybe you reach it maybe you don't. love ya",
BlackJack8467,"July 30, 2017",,"SUCCESS come throw Jesus Christ because he died for our sins and  he is victories over hell death and the grave. All you have to do is believe he did it and the truth will set you free. JUST BELIVE",
"Yolo Lexi","July 30, 2017",,"Nobody has a purpose, but we were all put here to do something amazing.",
"Shane Lewis","July 30, 2017",,"BET LIBTARDS NEVER WIN AGAIN!!!😎",
"Donielle Barnhart","July 30, 2017",,"100 hour work week? Are they crazy. Haven't you heard of sleep? Being successful and making money doesn't give you purpose or passion. It just gives you something to stay busy when you have no purpose or passion.",
"Big Red","July 30, 2017",,"This perception of success is all well and good, with the dog-eat-dog strategy as the foundation. But the amount of competitivness required within yourself, but ultimately with other people means that it becomes like a pyramid/ponsy scheme for individual success, not the success of all that are born. This sounds very much like the teachings of Werner Earnhardt, which l feel involves a personal development process that is a little self absorbed, and just feeling good about who you are until your inevitable death. There in lies a conundrum, because in being self focussed we rarely then evaluate the effect we have on others or the world around us. Think for a moment, would their be problem if we didn't live in a society of self centred greedy people only interested in their own success. I have another idea, why not enter an agreement with a significant other, and emplore them to make you valued if you need to feel valued? Googan was looking for acceptance from others, but it makes me wonder, whether he should have simply been looking for self acceptance of who he was, not within the descriptors set by others, but those set by himself. To get to where he was at that age he had already been successful, as he had health and he was alive. Therefore, to do your best and have an improvement mindset, rather than a vanquished attitude on one hand and a conquer the world attitude attitude on the other, is unhelpful if it is because you feel unloved or that no one likes me, or l can't accept the fact that l am insignificant. We all feel unloved, this leads to nascism  and that is a bigger issue than feeling insignificant. Be happy with insignificance (which many psychopaths aren't) and except your imminent death. That is a good starting point, and progress to leaving a small historical and social footprint on the world after you have gone.",
MrPsalm53,"July 29, 2017",,"The Day of the Lord,,,,,,,,,,,,,,,,,,,,,,,,,= (the wrath of God) is coming people......................The worst time in history.......................The antichrist is system rev 13:16-18, is coming................21 judgments of the book of Rev............................Total currency crash world wide ww3, civil war, etc.........................all coming.............................Prophecy proves the God of the bible......................The Lord died john 3:16 for all his children...............for all those that WANT TO BE HIS CHILDREN.....................U can miss this time period............................1thess 1-10 luke 21:36 john 14:1................Put that in PERSPECTIVE, WITH ALL THAT OTHER STUFF................................WRITTEN 2700 years ago in the bible,,,,,,,,,,,,,,,,,,,,,Concerning Damascus Syria, see Isaiah 17:1 about to be completed, leads to ww3.........................................u decide but decide with facts,,,,,,,,,,,,,,do the REASEARCH.............................WITH ALL THAT other stuff.  U decide.",
"Christopher S.","July 29, 2017",,"Greatness is usually a depiction of many things not seen to create it, but sure enough when it comes to pass many many will be lined up to suck your ass😉",
"Christopher S.","July 29, 2017",,"It's simple everyone fuck them-  Biggest lesson in life is learning who we are, and where we want to be, because it's critical to where we end👑",
TIsrael,"July 29, 2017",,"Vain babbling",
TIsrael,"July 29, 2017",,"All this means nothing without God....all is for naught if you're burning in a lake of fire....nothing in this video will get you eternal life.",
Sandeep,"July 29, 2017",,boring,
"Ccy Freedom","July 29, 2017",,👌🏻🙌🏻,
"Bernard A. Rosario","July 29, 2017",,"There is something amiss here, for sure; when we overthink to the point of thought paralysis, sanity should then lead us to welcome a sounder realization: that we are but mere mortals, that there must be a better way. Can we all agree on this one, logical conclusion?  We are all limited by human capacity levels; and although some of us in our admirable youths can surpass certain production plateaus, we will inevitably see the day when our youthful vigor fails. It shall no longer be within ourselves to effect due change, or to bring into reality our own plan, however bold or calculated or ""genius"" it may be.  What then, does it profit a man to be a genius, depending solely on the building blocks of logic and reasoning and self-reliance? Nay, I say; let us admit defeat, when it so blatantly knocks indiscreetly at our doors!  Thank goodness for divine design: that by it, we may see our own limited potentials, to confess our own individual capacities, in order to embrace another factor: the vitality of faith. That by such divine design, procreation is made possible through the spreading of a man's seed and the breath of life coming exclusively from the Creator. For even a tree gives way to another and to another; the tree though it has no spirit, does not remain a single entity. And so, human collaboration through coexistence and needful interaction gives way to an assured, continued legacy. May that legacy be an enlightened one that acknowledges Christ the Creator of mankind, who is the dispenser of all good gifts, among which is the breath of life which effects new life, and the blessing of the knowledge of his redemption and its eventual prize: our life's continuity in paradise! And that, my friends, is food for thought.  I wish someone had told me THIS when I was younger: how obedience to God is the real key to one's lasting fulfillment, and how when we are apart from his divine will...we err, and thereby produce the reaping of an unintended harvest...DEATH, and exclusion from God. How long are the days then, as one waits patiently for the reaping of the intended harvest...LIFE and communion with God, with Christ at the center of one's temple. Once again, food for thought.",
"godless 789","July 29, 2017",,"What's a failure to yall is a success to me. I'll just lay back and watch yall fight and compete over some irrevelant worthless goals of yours. I dont need to compete against anyone to get anything. I dont need anything.",
"Chris Bishop","July 29, 2017",,"The message is a good one. The video itself is a massive concoction of footage totally unrelated.  Snips from other people's work reassembled into this edit.  It just felt messy and lacked continuity.  Otherwise, the message (like I said) is a good one 👍",
"tommi luomala","July 29, 2017",,"If we all would stop limited ourself there would not be nough cleaners,post workers and other important small salary works SO MY MESSAGE IS lay down and go watch porn not these shit videos",
"Cleetus Luckas","July 29, 2017",,"Once you REALIZE  the EMPHASIS is on MATERIAL GAIN then you KNOW it's BULLSHIT. The WEALTHIEST people in the world don't do SHIT other than plan how to make SURE FEWER people are prosperous or successful .",
"David Moore","July 29, 2017",,"I wanna be an astronaut..",
"George Mooyman","July 29, 2017",,"Instead of trying to become a great person,  be a great person. We can all do that.",
Frank,"July 29, 2017",,"I'm quitting my job today,and smoking crack...my true calling.....",
"Esteban Henriquez","July 29, 2017",,"What an inspirational video! 🙏",
"L. Cubias","July 29, 2017",,"And just like that I woke up.",
"Tony Bridley","July 29, 2017",,"Jesus Christ.",
"Love is Dope","July 29, 2017",,"If my soul is calling me my phone must be on silent cause ive been walking around dazed and confused af since I can remember. (Im 22)",
"Frederik Saraber","July 29, 2017",,"I changed my way of jerking off.",
"J Peterman","July 29, 2017",,"FUCK THESE ADS",
"ßhëmär jāmëß","July 29, 2017",,"Sir Davos from game of thrones",
"Carlos Subira","July 29, 2017",,"This is nonsense.",
"Jin Kim","July 29, 2017",,"My favorite bumper sticker of all time. ""You are special. Just like everybody else."" hahahahaha",
"Penutbutter And jealous","July 29, 2017",,"lol this is lame. If you need motivation to do shit you aren't a determined person which means you'll probably only get a gym membership after this.",
"P ROB","July 29, 2017",,"Some American propaganda bullshit that these stupid power hungry yanks jerk off too.",
"Marla Raffield","July 29, 2017",,"Yeah, this one got me thinking.  I want with every fiber of my being to be a chef. I feel like if I just did it I would be successful.  But then on the other side, I'm scared to death I'm going to fail and I'll have wasted time and money.  So what do you do when you're in that catch 22?",
"B Charron","July 29, 2017",,"***If it wasn't for money we would all be doing what we want to do, and not just what we need to do to live***",
"Tim Travasos","July 29, 2017",,"This is a Western-mind achievement-focused type a personality mindset. What about being a good person that doesn't make the world a miserable place to live. Try the eastern mind set like Buddhism or Hinduism that focuses on peace and harmony. And yes I know that money and capitalism are important but there's got to be a better way.",
"Igor Amaral","July 29, 2017",,"Humanity needs more of this we are becoming robots!!!!",
"marvyn fashion","July 29, 2017",,"Keeping you away from the now.",
"marvyn fashion","July 29, 2017",,"Misleading video",
"kloezoe loezoe","July 29, 2017",,Crap,
All4Him,"July 29, 2017",,"You put Kobe Bryant in here as a role model  the guy who began his career if you recall by raping a white girl. In a case where there was plenty of evidence for conviction but a judge mysteriously rules in his favor. The Lakers paid the judge and the girl so yeah Kobe was motivated all right.",
All4Him,"July 29, 2017",,"This is garbage life doesn't unfold in your favor just because you choose to be a workaholic.",
"John Williams","July 29, 2017",,"My purpose on Earth is to watch Youtube nonstop until I turn into a quivering mass of jelly.",
"Van Aus","July 29, 2017",,"If possible and it is possible, find a Mentor.  I suggest if you read a Motivational Book, find a good, reputable one. Same thing with a video. The rub, just consume one of each genrè. After which, consume inspirational products if you must.  Observe and listen to those things inwhich an example is found in their story.  I find it condescending to consume any person's book or listen to their Montra, to which they tell you what to do. They're more often, full of themselves and making Bank in the process.  Simply observe the examples of those whom are successful, those to who you would like to emulate. Nevertheless, reach within yourself and seek after your righteous desires, those dream's inwhich you would like to become.  Perhaps pondering and mediating may serve you well. However, make it your endeavor, your dream and strive toward it. Endure the trials and tribulations, for they will come and it will inherently be upon you to work through it. Dust off and go again, even if you have to change your perspective and pursue another dream.  I wish you well. I don't desire luck upon you, as I don't give credence to a fallacy. Notwithstanding luck, I do desire, to those striving for their life's path, a wonderful journey and terrific success.",
"Liquid Fire Cc","July 29, 2017",,"be BLESSED, thank you!",
"Teresa Palmero","July 29, 2017",,"What a load of crap. I'm tired just listening to it. The only person you need to beat is yourself. Not other people.",
"Austin Hayes","July 29, 2017",,"I want to play in the NFL someday and Videos like this one are killing my laziness and make me kick my ass to continue and not to rest. Thanks for the Motivation Fella ❤",
"Teresa Walton","July 29, 2017",,"correct.. letting someone figure things out for themselfs.. is the only way they can find there path.. nobody can tell you yr road.. you must choose to see yr highway.. time is the.. most valuable. . thing on this planet... being rich.. is not in anything that you physically touch.. its inside... of the beginning. . of the alarm.. waking you up.. so.. take the time.. to watch the bird and dear with in nature. . while you ride yr bike.. on the coast.. to meet the water.. at the sands end.. at take a boat ride.. watch the whale sharks.. and sea.. the fishing pole.. salmon see the fli rode.. and swim up stream.. againts all current's. .. to go home... and seed... cycles... Beginnings... enjoy.. the ride.. of the path.. Nobody can choose for for you.. free will was a gift.. every action... leads too a reaction.. blessings and demises.. paths at ... and hands end.",
"MysteryMachine 444","July 29, 2017",,"Holy shit",
"The Inferno Knight","July 29, 2017",,"This is so cool!",
"Rahat Al Shehab","July 29, 2017",,"Mom's spaghetti. If you know what I mean xD",
"shara duco","July 29, 2017",,"This video is like a movie trailer with extra minutes...lots of extra minutes.",
"Dana Joan","July 29, 2017",,"reminds me of the baz laurman one called sunscreen 😊😉",
TruthForHumanity,"July 29, 2017",,"The purpose of our existence is to obey and pray to our creator. This life is a very realistic short dream.. death will just wake us up.. If there is a Creator of this entire universe and everything that's inside it then he is definitely capable of having his message reach the mankind. And his message is in Quran through his last and final messenger Prophet Muhammed (P.B.U.H).",
Saffire,"July 29, 2017",,"I was just talking about this today",
"Zents Gaming","July 29, 2017",,"This video is ruined by ads. Just don't even watch it.",
"Fred Carroll","July 29, 2017",,"Your self worth has nothing to do with your net worth.",
"Carlo Alberto","July 29, 2017",,"One of the best things that you can do is get away from everything and spend time alone and THINK for hours alone.",
"Carlos Smith","July 29, 2017",,"For people that feel lost... Find a target....       Pull the trigger.      If there are more than one target pick the biggest one because the moment you accomplish it, you'll be able to say ""I did it"" and thats the most amazing feeling in the world, knowing you were hesitant for who knows how long, when only you and your mind was standing between overthinking & anxiety and accomplished & satisfaction...",
"Fred Carroll","July 29, 2017",,"I am a recovering addict with 27 months clean after almost 20 years of crippling active addiction 9 arrests and prison. If you want to change, you can, but if nothing changes then nothing changes. I am responsible for my own life and choices I make as well as the consequences ( good or bad ) of those choices. No person, place, or thing can make me happy. Material things are temporary happiness but quickly lose their luster. True happiness comes from within, from accepting yourself, from loving yourself, and treating other people with the same kindness, respect, and dignity as you want to be treated with. Always strive to better yourself but know that you are perfect the way you are.",
"Fred Carroll","July 29, 2017",,"Thank you. Great video.",
"Kevin Snyder","July 29, 2017",,"All I need is that soundtrack. Doesn't matter how others perceive if you are a winner or loser. Enjoy your life and forget about how others look at you. Doesn't matter how many races you win or how much money you make. You can't escape yourself. Be happy living a good life. Do the right thing!",
"Linda Oster","July 29, 2017",,"The Bible has all the answers: who I was, what I am now, my purpose, and my eternal destiny...  it has yours, too..",
"Julio Del Fierro","July 29, 2017",,"I enjoyed this",
TayTowns15,"July 29, 2017",,"I needed this...",
"AMBI GAMBI","July 29, 2017",,"You if need money just work. This shit won't help you. If you need happiness, am sorry, life is uncertain and that means you will come across shit you don't like. Just listen to your breath it's all you got.",
"Taylor Cubbage","July 29, 2017",,"I believe my calling is to motivate others",
"William Young","July 29, 2017",,"Can't understand him with the background music..",
"Shut up David","July 29, 2017",,"You done getting after me ?",
"jociel gonzalez","July 29, 2017",,"i feel to hopeless...i have had so many opportunities in my life that many have not...i have hurt so   many people that didn't deserve it...regret with hopelessness puts me in a void to deep...",
"Natalie Leonard","July 28, 2017",,"They said because of our sat scores we would not graduate college  Ten of us and our parents were told this. 4 of us I know graduated. 3 of us went on for higher degrees. I never knew why my score was so low on SAT. Then finally at the age 23 I was diagnosed with narcolepsy,  as it turns out, I was sleeping thru the test. When I got the meds, I went from a 2.5 gpa student to 3.9. If you are ""depressed"" are you sure you are not just tired?  Of course you would be depressed if you were exhausted. Seek answers and don't be mislabeled or misdiagnosed.",
THEbohmie,"July 28, 2017",,"Common sense",
"Adrian Jordan","July 28, 2017",,sense8,
davidnoble1644,"July 28, 2017",,"Not great. No how.",
"Wayne Salvador","July 28, 2017",,"Where is the Dalai Lama's version.",
"Aboe Bobington","July 28, 2017",,"My (hopeless) dream:  To convince over 7 Billion humans to see past the differences in their Gender, Race/Ethnicity, Sexual Orientation, Disability and Spiritual Beliefs etc. in a concerted effort to abandon this (quite obviously) corrupt and broken system and adopt a new system which places equality, peace and a newly-realised decent standard of living for all living beings above individualistic enterprise, greed, and self-interest in general.  However...  Some men discriminate against women. Some women discriminate against men. Some white people discriminate against black people. Some black people discriminate against white people. Some Christians discriminate against Muslims. Some Muslims discriminate against Christians.  Some religious folk discriminate against gay people. Some scientists discriminate against religious folk. Some internet trolls discriminate against disabled people.   Funny thing is, some of those people have something in common:  A lot of them discriminate against change.",
Pilgrim777,"July 28, 2017",,"God is an eternal light. Accept God and you will catch fire and become alive! It took me over 40 years to figure this out. Thank you Jesus!",
"Nick blah","July 28, 2017",,"Way to use Morgan Freeman as click bait. Pathetic video for pathetic people.",
"kaafiso Osmaan","July 28, 2017",,"i would like to watch this video but i can't understand very well because i don't know english",
"Alt Newz","July 28, 2017",,"this video is all about feeding your ego.. me.. me.. me.. SFU!",
"Pratik Patil","July 28, 2017",,"I often overthink and get into my thoughts so deep, that I just let the opportunities pass by. I still haven't come across an situation where ""I have been at the right place, at the right time!!""",
Sophiesticated,"July 28, 2017",,"But it's not about working hard. It's about working smart.",
"Cindy Pedersen","July 28, 2017",,"The basic message is - If your not rich and ""important"" than your worthless. Ridiculous.",
"stella patchouli","July 28, 2017",,"I don't need others to motivate my ways.",
"Albert Bernstien","July 28, 2017",,"what a bunch of SHIT",
"Randall Stevens","July 28, 2017",,"This video, how to be a better slave. That's all.",
"Arjan Tv","July 28, 2017",,"This video was great till that fucking gorilla started screaming and made me Def...",
"God Man","July 28, 2017",,"I read the most amazing 'self help' book. It changed my life and revealed to me that I have an eternal destiny-  the KJV Holy Bible. I have also been fortunate enough to get to know the author personally.",
"kimura kano","July 28, 2017",,"The fundamental flaw to many of the ""motivational speakers"" is the underlying premise of goal setting, material gain, fortune and wealth building. While in not perhaps absolute vices unto themselves, the foundation is flawed.   All these goals have one purpose in mind, to be happy. These typical goals do not in of themselves lead to happiness. In fact can lead to further and greater unhappiness.   The only escape. I repeat. The ONLY escape is revoking the cult of materialism and any dreams of fame or status.   Instead go inward. Sit still. Peel away the layers. Return to your core of being. The lucky few who achieve this find true happiness, passion, wealth beyond imagination and meaning of life.",
"Becky Madrid","July 28, 2017",,"You gotta have money and someone to support your ass to dedicate to what you want to be in life. So, in reality, you are so much better off learning what you can with what you got, and when you are a master, give it back to the community. There is my motivational  speech to you",
"Bakary Sabally","July 28, 2017",,"Thanks this wonderful video",
"Ruben Lucero","July 28, 2017",,"My god, you people are missing the point of this video.  This video is what YOU PERSONALLY make of it.  Success is what YOU PERSONALLY make of it.  Happiness is what YOU PERSONALLY make of it.  Depression is what YOU PERSONALLY make of it.  Your life is what YOU PERSONALLY make of it.  There should be no right or wrong debate on this  topic.  End of story.",
ZOUK,"July 28, 2017",,"Just started uploading videos on my channel. Being a youtuber is my dream.  Gotta keep pushing",
"Keegan Van Der Walt","July 28, 2017",,"A LOT OF THE SUBTITLES ARE WRONG!!!!",
"Susie Spohn","July 28, 2017",,"Don't trust any video with Elon Musk in it.  He is evil.",
"Stressy Porkrind","July 28, 2017",,"The guy woke up to see the same old face of failure every day l feel for him it must be hard to wake-up and see that grey face just knowing that it's all because my Mom had to see what it was like to have a black dick inside her. So now he sees the nothing that he is.",
"Deardo Herlambang","July 28, 2017",,"i wish someone told me to buy bitcoins",
"Kriss Nulgath","July 28, 2017",,"The music's so loud you can't fucking hear half of what they're saying",
mrpower328,"July 28, 2017",,"Chuck Norris approves this message",
"Natacia Ramsay","July 28, 2017",,"Psalm 1:1King James Version (KJV)  1 Blessed is the man that walketh not in the counsel of the ungodly,   James 4:14-15King James Version (KJV)  14 Whereas ye know not what shall be on the morrow. For what is your life? It is even a vapour, that appeareth for a little time, and then vanisheth away.  15 For that ye ought to say, If the Lord will, we shall live, and do this, or that.  Proverbs 3:13  Happy is the man that findeth wisdom,and  the man that getteth understanding.  Mark 4:19  And the cares of this world, and the deceitfulness of  riches, and the lusts of other things entering in, choke the word, and it becometh unfruitful.   (KJV)  2 My son, if thou wilt receive my words, and hide my commandments with thee;  2 So that thou incline thine ear unto wisdom, and apply thine heart to understanding;  3 Yea, if thou criest after knowledge, and liftest up thy voice for understanding;  4 If thou seekest her as silver, and searchest for her as for hid treasures;  5 Then shalt thou understand the fear of the Lord, and find the knowledge of God.  6 For the Lord giveth wisdom: out of his mouth cometh knowledge and understanding.  7 He layeth up sound wisdom for the righteous: he is a buckler to them that walk uprightly.  8 He keepeth the paths of judgment, and preserveth the way of his saints.  9 Then shalt thou understand righteousness, and judgment, and equity; yea, every good path.  10 When wisdom entereth into thine heart, and knowledge is pleasant unto thy soul;  11 Discretion shall preserve thee, understanding shall keep thee:  12 To deliver thee from the way of the evil man, from the man that speaketh froward things;  13 Who leave the paths of uprightness, to walk in the ways of darkness;  14 Who rejoice to do evil, and delight in the frowardness of the wicked;  15 Whose ways are crooked, and they froward in their paths:  16 To deliver thee from the strange woman, even from the stranger which flattereth with her words;  17 Which forsaketh the guide of her youth, and forgetteth the covenant of her God.  18 For her house inclineth unto death, and her paths unto the dead.  19 None that go unto her return again, neither take they hold of the paths of life.  20 That thou mayest walk in the way of good men, and keep the paths of the righteous.  21 For the upright shall dwell in the land, and the perfect shall remain in it.  22 But the wicked shall be cut off from the earth, and the transgressors shall be rooted out of it.",
eox555,"July 28, 2017",,"I think this is an empty video. A weak messege   without substance. Maybe it is even a bad message.",
"Adrienn Papdi","July 28, 2017",,"everyone got dreams but bills can crash your dreams u not gonna be like I wanted to be a basketballer singer that's shit won't pay your bill when starting cos it can take years and years and what u think it's lazy it can take a few sec and that person is successful like. some sits on a PC for hours and hey see what he makes a month now.  Hey you what's happiness Money?  That can make u shit on others  Love? Which makes u happy all the time and die happy  All I know if u get rich I don't wanna poor so u do what takes kill others to stay rich",
1Fighthouse,"July 28, 2017",,"What a bunch of crop.... It's not about how hard you wan it or how hard you work.... It's all about destiny! Sorry to be the one to break it to you but you don't decide. People work less than you or they wan it less than you they probably in some case less talented than you, THEY MAKE IT and YOU DON'T..... Ask billionaires, of course they worked hard, but many worked harder than them, they're not even millionaire.... DESTINY!!!! So yeah, video is a load of bullshit !!!!",
"Dimitri Dehouck","July 28, 2017",,"Lol, those are epic words with nice reverb and epic music, but did anyone actually changed their lives after closing this video? I doubt it.",
"richard whitman","July 28, 2017",,"Wow,that's a powerful video. But I can't help but wonder, what the world would be like if every single person on the planet was that motivated to ""get theirs"".    Obsession, whatever you're number one ,main interest is, becomes your ""idol."" There is something tainted about turning money and success into your God. Let's not forget who created us with the mind body and spirit to be able to generate that much motivation in the first place. #God 1st... then the rest will take care of itself. Rich ard successful comes in many forms... it's a really great video, keep it in perspective. Use it for the good, don't let it coax you away from things that count. Like family, friends, fun, faith and freedom.",
"Reel4u2 Wiser Than Average Bear","July 28, 2017",,"Hunting Morgan?",
"nadia maria","July 28, 2017",,"I don't know what my passion is",
Sangui,"July 28, 2017",,"Work harder, do more,  and you''ll find happiness, keep living the lie...   The system is a lie just as this is a lie.",
"Maph Music Recordings Inc.","July 28, 2017",,"thank you",
"col smash","July 28, 2017",,"If you hate waking up to the alarm. Stop what your doing. But then I'm going to preach hard work, grinding , commitment. Seems a little contradicting lol",
