UserName,Date,"Star rating","Review Comment",Link
Dogen83,-,3,"I've ordered a bunch of stuff over the last six months and never had a problem until I scheduled a delivery for breakfast. 30min after the time estimated for my food to arrive I called customer service and they told me a driver hadn't been assigned yet. They also told me my food would still be fresh as the restaurant had magically just finished cooking it when the customer service person called them (40 minutes after it was due to arrive, very convenient). So, I probably won't schedule a delivery anymore and will stick to getting breakfast the old fashioned way.",
"Hungry for the Night",-,1,"patiently waited for my food. nobody came. grubhub called and i answer then all i hear was beep beep. and i check my email. and they said my order has been cancelled. wow really after 2 hours waiting. i was furios, hungry, shaking you name it. i talk to one of the them saying the driver went to the restaurant but it was close",
Sanfrancisco47304,-,1,"Multiple times restaurant hadn't been open and it takes an hour to find that out. Another time delivery person asked someone ""is this our food?"" Doesn't seem to be good communication between app and restaurant.",
WarmFuzzies<3,-,5,"It's lit. Living heathy man.",
Wb5759,-,5,"Works great!!",
MarCat76,-,5,"Always on time if not earlier!",
Elenia331cupcake,-,2,"I've used this app a few times. Each time the food takes over an hour to arrive, and it's always cold. The fees can also get costly for some restaurants, as they can reach almost $7 no matter how close they are. Overall, it's worth it to just order pick up in my opinion.",
Xtnshun,-,1,"I got a $300 gift card and was looking forward to the service. Out of 4 orders they were wrong 3 times. It seems like the menus weren't synced with the restaurants. Sometime the food came up to 40 minutes early.",
"Grubbin in the Hub",-,5,"Great app to find great food, now I can stay home and get just about anything delivered.",
Kreshir962,-,5,"Good eats and quick check out",
"Mr. Kino",-,1,"Consistent horrible customer service and a terrible track record of delivery. Not recommended.",
CJaie,-,5,"Why? Because local restaurants get to deliver, expanding their customer base no mater where they are. I'm in Loganville Ga and Uber Eats isn't in this area! But that doesn't stop ingenuitive spots from capitalizing on Grub Hub. I love Grub Hub and I appreciate the companies that are apart of its platform. And to be honest I order more when I'm using the app versus when I'm not (hint hint). Thank you all who participate...suburbia is tolerable because of you all. 😋",
"Mind Stimulant",-,5,"Never gets my order wrong like UberEATS...thanks GrubHub!",
DKirby12,-,4,"The only reason for a four star rating is that they haven't been able to add more restaurants in my area.",
"C-Los Man",-,4,"Great app, just wish that there was a feedback loop to the customer when custom requests are made. I'm sure I'm not alone when it comes to restaurants ""missing"" the details.",
(smurf),-,5,"Really like how simple it is to order food!",
Yogs77,-,5,"The app is user-friendly and easy to order.  I use it many times and it's always been great.  The customer service is also fantastic.  I had a couple of occasions I had to call Grubhub due to delays or a mistake on my order by the restaurant, and Grubhub customer service was accommodating and quick to resolve the issues.  In fact, to make up for the inconvenience, they offered me discounts for future orders.",
LilMil10,-,4,"It's great to be able to have food delivered when your to tired to cook. There are so many different restaurants that use GrubHub. It's great!",
nurseM1207,-,5,"Great selection and convenience at its finest.",
shethecaptain,-,5,"Organization is so easy to navigate.",
Lisandy26,-,5,"Cannot add for more. Hands down the best app.",
WDavis86,-,5,"I love using this app. I don't have to call and keep repeating myself when they can't hear me. Also there's no confusion on what I ordered.      👍🏽👍🏽",
FluffySkunky,-,5,"You pretty much just order and it comes no questions asked.",
nanc.10,-,2,"@Roottooter asks, Every statement in that review has been the opposite experience of mine. The only exception is when I've dealt with the restaurant personally. Since I'm in a sh*#?fu$&ing wheelchair UBEREATS or  @uberEATS who will not come to the apt.door! Caviar has other issues,blah,etc.I was going to try stupidly,one! more! time! since it's JULY 1& you have to pick-up/ Unbelievable no restaurants are delivering, they let go of all of their personal drivers. ta-da!",
2yearsinjan,-,5,"Easiest. Best.",
"Just tryin' 2 eat",-,1,"App could be better. You can't use the promo codes they give you without using a credit card or PayPal for some reason. They also don't check when stores close. I've already placed orders off the app to restaurants that aren't even in business anymore. A lot easier to just call a location. Especially if they are out of something you ordered.",
BTown271,-,5,"Use this at least once a week!",
Martianchef4,-,5,"Awesome easy to use",
"Mike Nigro",-,5,Simple,
kittyebella,-,1,"Ordered the first time was fantastic the next time it's been an hour and the only thing that they offered was to cancel the order. Nothing else no apology no nothing. Never ordering using them again.",
"Bitizen 101",-,5,"Easy to use and smooth ordering, especially for a deaf person.",
nutjob,-,5,"App is great. Service is great. What else could you ask for?",
OnMyChillCosby,-,5,"The app is great. I find new restaurants all the time. Most places deliver on time.",
"C c bigums",-,5,"It does exactly what I'd like it to. Makes it easy to find great food and eat it without having to speak with humans",
"Baron Von Badazz",-,4,"The app itself can be a little clumsy, but most complaints are about the restaurants not keeping hours/prices/specials updated - not really Grubhub's fault, but it takes away from the experience. Deliveries also seem to take an extra 10-15 minutes than they would when placed by phone, so this isn't very useful if you're pinched for time.",
ggcwhite,-,4,"Great app. Appears to be less expensive than Postmates & Uber eats (for things from the same restuarants)",
Um_JuJu,-,5,"I haven't had problems with the app or drivers. I love being able to order from a variety of restaurants, that otherwise wouldn't be available to deliver. 👌🏼",
The1andOnlyBatman,-,5,"Gives me more options than just pizza. And is great in knowing what's in the area when out on vacation or business",
223bbrickey,-,4,Ditto,
Devilsangels589,-,5,"Great service",
TootRooster,-,5,"Fantastic application and idea! Everything is easy to use and the customer support is great. Any problems I've had with a restaurant/order they've helped me resolve. Either way if there is a problem with a restaurant it is the restaurants fault not GrubHubs. GrubHub is meant to make it easier to order food from a variety of restaurants; although they will still help to resolve any problems that you are having with your order. I have gotten several refunds from GrubHub due to the lack of responsibility or poor service I have received from certain restaurants. All in all GrubHub is a fantastic service!",
bscottbrown,-,3,"... if they let me track my driver by GPS like OrderUp. Tracking the driver makes it easier for me to plan other parts of the meal.",
annabaik00,-,5,"I enjoyed it",
"Braig Ramadan",-,5,"Super easy, fair rates, and a great app. 10/10 would recommend.",
pEquals2,-,1,"While the app is OK (Current orders show up in history as if completed), the service is not good.  Drivers delay deliveries by up to an hour and phone customer service is downright rude. I have used the service and/or Seamless for four years, but recently the delivery service has become unmanageable.",
JohnJimJoeJakeJoel,-,5,"Also the games are fun. Would recommend.",
"Albert Lawson",-,4,Good.,
earickson.com,-,5,🍕,
yulibabyy,-,3,"Overall I've had a great experience with this app. I just wish they would have more of a variety in restaurants.",
"Haiku You",-,5,"Love this app. Love the occasion email that includes a discount code.",
Mjhds,-,1,"Ordered Italian food to my location for a $15 dollar delivery fee and after order was placed Grub Hub called and said the restaurant does not deliver to my location.  I thought Grub Hub was the delivery company. I checked on line with the restaurant and they charge $2.00 for delivery. Grub Hub is making $13 just for placing an order. By the way, the $15 did not include tip.",
H.A.C,-,5,"Now hopefully it'll stop hounding me to leave a review...",
"Songmaster Sam",-,5,"The GrubHub app and service are so easy to use. I can't live without it!",
Rapecassa,-,5,"Very addicting app that works extremely well. If you ever have a problem, the customer service is immediate and very professional.",
"Antonio Carlos Jobim",-,5,"Use it happily all the time  Thanks!",
A_Newland,-,1,"Prices are anywhere between 10-20% higher than regular menu prices, which is not disclosed. They also calculate tips including delivery fee and tax? Rip-off!",
JungleDCJames,-,1,"Horrible customer service and they increased the prices you're better off ordering directly from the establishment or using Eat24",
PiperBear2u,-,5,"Use it weekly!",
...unimpressed,-,5,"Recently they've added a bunch more restaurants and it's awesome! I use Apple Pay almost every time and I love the ease of use.",
Mimin15,-,5,"I always have a great experience. So far so good!",
Shonsha,-,5,"The app is what you make it by refining your preferences and doing research on the restaurants you're ordering from.",
TuvanDrone1,-,4,"App works as intended, nice to get freebies every now and again. Only flaw for me is very few restaurants locally use it.",
Gordyrock,-,3,"Usually food is hot when supposed to be hot and cold when supposed to be cold! Not the last time at Fiesta! Pizza crust was too light and not hot when delivered. Also purchased salad that was not chill and no utensils. Also took longer then normal. Usually 4 or 5 stars!",
"Miz. Dy-No-Mite",-,1,"So I had a falling out with the restaurant. I returned the food, because it took over an hour to deliver it. I called Grubhub to get my money back. However they only gave me a credit, I don't want a credit suppose I never want to use Grubhub again? Now I HAVE to use them again in order to get my money's worth. It's too much. Don't use it. Unless you find a really good restaurant, it's not worth it.",
RobynWillowKey,-,5,"Works flawlessly every time. Keeps me from being hangry at work.",
"Tab will",-,5,"Very great app!!",
Wordycrazed,-,4,"Love the app just watch out for places that use GrubHub people to deliver call them first and ask them how long it usually takes the GrubHub guy to come pick up their food. Once someone never showed up to pick it up and another time it came cold.  Still love this app.",
LoyRaw,-,5,"Helped me get through my hospital stay.",
NoNowhoops,-,1,"10 delivery fee 3.20 sales tax 5.00 standard tip  That's more than any one thing ordered on any menu. They take your cash while you sit there and hand more over.",
"lil spooky",-,5,"good stuff my dude <3",
EmSova,-,1,"App charged my credit card, but order wouldn't go thru. I hate this app now. Support chat was useless.",
Dac3995,-,5,"As a fat man, this app caters to my needs. No longer will I need to face the social anxiety of ordering by phone and having to speak to another human being.",
"Silent Nightt",-,1,"Man their customer service has gone downhill...",
